split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_epochs,param_n_factors,param_lr_all,param_reg_all
0.846237333101828,0.8463124433961119,0.8466760383906239,0.8464086049628546,0.00019157395054856188,2,0.6502087479686388,0.6501479206377203,0.6503096931462401,0.6502221205841997,6.67168457657753e-05,1,190.1342270374298,3.77473785551135,24.037708282470703,2.3908153553589973,"{'n_epochs': 30, 'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.02}",30,100,0.005,0.02
0.8500271296822519,0.8498393515636432,0.8507773894146742,0.8502146235535232,0.00040525236278553847,3,0.666026318814983,0.6654268042347967,0.6662511310461364,0.665901418031972,0.0003479260718130885,4,188.5891056060791,5.068992421336691,32.63607891400655,14.892820041535611,"{'n_epochs': 30, 'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.1}",30,100,0.005,0.1
0.8664645829967966,0.8661058823502218,0.8670803540187872,0.8665502731219353,0.00040241426115292977,4,0.6858253169182174,0.6851902516080524,0.6860979083812908,0.6857044923025203,0.00038027108341303755,5,183.75170453389487,0.5709831653884799,18.813058296839397,2.2928927812376183,"{'n_epochs': 30, 'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.4}",30,100,0.005,0.4
0.8713296515207865,0.8707838863447876,0.8718365780087688,0.8713167052914477,0.00042985706034635634,6,0.6632548650319063,0.6622971623227206,0.6634062365390978,0.6629860879645749,0.0004910480209379542,3,183.98083408673605,0.1360408305688655,21.14573613802592,1.6670778660935828,"{'n_epochs': 30, 'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.02}",30,100,0.01,0.02
0.834770043288676,0.8346761238502367,0.8356894267618054,0.835045197966906,0.00045714933399803985,1,0.6525565415538926,0.6519959157628864,0.6529851311863828,0.652512529501054,0.0004050428653176467,2,185.4995460510254,0.5890386197095245,19.67368737856547,1.8489498039143217,"{'n_epochs': 30, 'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.1}",30,100,0.01,0.1
0.8677156401713783,0.8674856858336873,0.8685875456955732,0.8679296239002129,0.0004745984730718894,5,0.6864679693991703,0.6857931437435297,0.686920326494637,0.6863938132124456,0.00046314835176976493,6,185.22340623537698,0.17936374043031897,19.424129803975422,2.5823729200856405,"{'n_epochs': 30, 'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.4}",30,100,0.01,0.4
